,02d06,Alistipes,Anaerococcus,Anaerofilum,Anaerovibrio,Bacteroides,Bilophila,Blautia,Butyricicoccus,Butyricimonas,CF231,Campylobacter,Clostridium,Collinsella,Coprococcus,Corynebacterium,Desulfovibrio,Dialister,Dorea,Faecalibacterium,Finegoldia,Lachnospira,Lactococcus,Megasphaera,Mogibacterium,Oscillospira,Parabacteroides,Paraprevotella,Peptoniphilus,Phascolarctobacterium,Prevotella,Roseburia,Ruminococcus,SMB53,Saccharopolyspora,Sarcina,Slackia,Streptococcus,Succinivibrio,Sutterella,Turicibacter,WAL_1855D,[Eubacterium],[Prevotella],[Ruminococcus],NA,Anaerofustis,Bifidobacterium,Catenibacterium,Dehalobacterium,Gemmiger,Mitsuokella,Shuttleworthia,Veillonella,Victivallis,Aggregatibacter,Lactobacillus,Selenomonas,[Clostridium],Acidaminococcus,Butyrivibrio,Fusobacterium,Methanosphaera,Odoribacter,Rothia,Peptococcus,Shigella,Actinomyces,Christensenella,Methanobrevibacter,Oxalobacter,Succinispira,cc_115,Akkermansia,Brachyspira,Helicobacter,Anaerostipes,Lachnobacterium,Enterococcus,rc4-4,Barnesiella,Weissella,Anaerorhabdus,Holdemania,Porphyromonas,Succiniclasticum,Serratia,Alloscardovia,Bulleidia,Leptotrichia,Oribacterium,p-75-a5,Flexispira,Pseudobutyrivibrio,RFN20,Haemophilus,Herbaspirillum,Atopobium,Adlercreutzia,Anaerotruncus,Coprobacillus,Gardnerella,Ralstonia,Eggerthella,Pseudomonas,Jan-68,Gallicola,Peptostreptococcus,ph2,Candidatus Arthromitus,Staphylococcus,Lactonifactor,Subdoligranulum,Pseudoramibacter_Eubacterium,Epulopiscium,Pediococcus,Haloferula,Varibaculum,Synergistes,Cloacibacillus,Defluviitalea,Macellibacteroides,Sneathia,Parvimonas,Mobiluncus,Mycoplasma,Sporobacter,Sharpea,Actinobacillus,vadinCA11,AF12,Anaeroplasma,Gemella,Lachnoanaerobaculum,Moryella,Leuconostoc,Megamonas,Pyramidobacter,Granulicatella,Geobacillus,Lautropia,Aerococcus,Morganella,Ureaplasma,Scardovia,Proteus,Actinobaculum,Streptobacillus,Blvii28,Neisseria,Abiotrophia,Methanomassiliicoccus,Sporanaerobacter,Arcanobacterium,Brevibacterium,GW-34,Nesterenkonia,Acinetobacter,Marvinbryantia,Bacillus,YRC22,Asteroleplasma
DM053-1,35,474,NA,NA,NA,1158,66,310,14,34,NA,NA,73,13,366,NA,11,3,78,735,NA,188,NA,1,NA,272,1013,NA,NA,125,2584,220,345,NA,NA,NA,2,5,NA,161,NA,NA,202,1052,68,3108,NA,NA,3,NA,17,NA,33,2,NA,NA,2,NA,NA,NA,21,3,NA,30,NA,NA,NA,NA,1,10,44,NA,NA,2,NA,NA,13,NA,NA,5,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM053-2,3,116,NA,NA,NA,1182,5,444,12,12,NA,1,97,22,353,NA,10,12,94,1566,1,121,2,NA,NA,119,264,NA,NA,139,3715,308,269,3,NA,NA,4,165,NA,114,NA,NA,232,692,88,2160,NA,NA,NA,NA,24,NA,62,2,NA,NA,NA,NA,NA,NA,2,68,NA,13,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,16,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM053-3,NA,239,NA,NA,NA,797,NA,1069,6,7,NA,NA,175,78,982,NA,4,10,140,1704,NA,65,1,NA,NA,51,236,NA,NA,97,2002,231,640,62,NA,NA,20,102,NA,75,NA,NA,591,362,109,2905,NA,NA,NA,NA,101,NA,11,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM055-1,NA,NA,NA,NA,NA,466,NA,381,NA,19,NA,NA,100,19,132,NA,NA,286,29,722,NA,141,NA,939,NA,33,102,NA,NA,NA,5516,940,15,NA,NA,NA,NA,81,NA,391,99,NA,137,NA,41,609,NA,31,1385,NA,40,152,NA,7,NA,27,3,NA,NA,43,NA,NA,NA,NA,NA,14,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM055-2,NA,NA,NA,NA,NA,16,NA,381,NA,NA,NA,NA,70,4,492,NA,NA,4,5,696,NA,196,NA,1230,NA,2,NA,NA,NA,NA,5737,527,NA,NA,NA,NA,NA,22,NA,285,24,NA,113,NA,1,586,NA,49,2049,NA,24,334,NA,7,NA,50,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM055-3,NA,NA,NA,NA,NA,925,NA,264,NA,NA,NA,NA,83,7,79,NA,NA,23,53,501,NA,85,NA,589,NA,28,111,NA,NA,NA,6000,1322,3,NA,NA,NA,NA,13,NA,613,1,NA,89,NA,77,1006,NA,7,746,NA,77,121,NA,7,NA,55,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM057-1,NA,7,NA,NA,NA,66,NA,404,NA,NA,NA,NA,106,28,381,NA,24,100,124,1433,NA,156,NA,105,36,146,42,1,NA,51,3666,906,8,NA,NA,NA,4,9,NA,119,4,NA,668,318,192,3467,NA,31,3,NA,126,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,1,2,23,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM057-2,NA,25,NA,NA,NA,597,4,288,NA,19,NA,NA,110,66,230,NA,113,92,80,958,NA,159,NA,244,32,175,244,86,3,80,3761,575,70,NA,NA,NA,NA,20,NA,381,NA,NA,521,678,96,2790,NA,NA,NA,NA,55,116,NA,4,NA,NA,2,NA,NA,NA,NA,27,NA,29,NA,28,NA,1,NA,NA,NA,NA,NA,NA,2,56,1,9,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM057-3,NA,5,1,NA,NA,140,NA,308,NA,NA,NA,NA,144,119,228,NA,14,387,78,609,4,112,4,744,46,125,24,8,2,3,5118,483,74,NA,NA,NA,5,25,NA,65,NA,NA,499,440,132,2198,NA,13,2,NA,91,632,NA,NA,NA,2,9,NA,NA,NA,NA,4,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM058-1,NA,805,NA,NA,NA,3462,24,435,44,NA,NA,NA,266,NA,594,NA,2,217,44,1331,NA,536,NA,NA,NA,143,197,NA,NA,NA,20,846,971,NA,NA,NA,NA,5,NA,158,1,NA,1,2,43,2386,NA,160,6,NA,173,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,9,NA,NA,9,4,NA,5,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM058-2,NA,957,NA,NA,NA,3300,51,467,41,NA,NA,NA,237,NA,696,NA,NA,265,63,1584,NA,295,NA,NA,NA,151,145,NA,NA,NA,14,1080,1035,15,NA,NA,NA,1,NA,160,22,NA,11,5,48,1700,NA,304,5,NA,179,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,NA,NA,43,NA,NA,2,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,15,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM058-3,NA,848,NA,2,NA,3846,43,350,57,NA,NA,8,258,NA,592,NA,NA,390,51,1911,NA,217,NA,NA,NA,197,180,NA,NA,NA,17,541,681,NA,NA,NA,NA,1,NA,529,NA,NA,7,1,52,1631,NA,326,1,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,15,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,5,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM059-1,NA,868,NA,NA,NA,5962,NA,1627,NA,176,NA,NA,310,NA,96,1,NA,NA,484,3,NA,NA,NA,NA,NA,100,514,NA,NA,82,32,13,13,39,NA,NA,NA,10,NA,NA,4,NA,283,NA,458,882,NA,614,3,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,318,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM059-2,NA,33,NA,NA,NA,7511,NA,693,NA,4,NA,NA,132,NA,106,NA,NA,4,232,NA,NA,NA,3,NA,NA,112,583,NA,NA,106,21,3,3,8,NA,NA,NA,4,NA,NA,13,NA,123,NA,569,1000,NA,1361,5,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM059-3,NA,396,NA,NA,NA,7042,NA,1351,NA,77,NA,NA,216,NA,36,NA,NA,NA,508,NA,2,NA,NA,3,NA,121,432,NA,NA,183,27,NA,15,NA,NA,NA,NA,18,NA,NA,3,NA,265,3,614,1052,NA,118,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,425,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM063-1,NA,41,NA,NA,NA,237,8,342,NA,169,NA,NA,109,13,166,NA,69,183,50,1180,NA,143,NA,119,NA,263,177,27,NA,56,3175,605,630,NA,NA,NA,1,9,NA,146,4,NA,170,439,61,3008,NA,9,915,NA,36,84,4,NA,NA,2,1,NA,NA,NA,NA,2,17,29,NA,NA,NA,NA,NA,24,NA,NA,NA,3,8,NA,6,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM063-2,NA,10,NA,NA,NA,87,4,313,NA,137,NA,NA,110,6,148,NA,61,383,60,1656,NA,144,NA,298,NA,171,99,63,NA,10,1933,744,290,NA,NA,NA,2,94,NA,122,5,NA,192,333,39,4055,NA,100,846,NA,61,203,4,NA,NA,3,NA,NA,NA,NA,NA,NA,8,26,NA,NA,NA,NA,NA,33,3,NA,NA,1,1,NA,7,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM063-3,NA,14,NA,NA,NA,99,NA,428,NA,44,NA,NA,101,7,156,NA,112,290,31,1617,NA,60,NA,111,NA,63,29,37,NA,14,4015,702,447,NA,NA,NA,9,1,NA,16,NA,NA,157,535,41,1709,NA,47,1871,NA,49,43,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,4,12,NA,NA,NA,NA,NA,5,4,NA,NA,4,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM064-1,NA,NA,NA,NA,NA,639,NA,1276,16,NA,NA,NA,2118,172,356,NA,52,1422,419,NA,NA,374,39,16,NA,270,NA,NA,NA,NA,NA,955,206,NA,NA,NA,NA,69,NA,NA,NA,NA,393,NA,728,2058,NA,202,NA,NA,NA,NA,NA,762,NA,4,10,NA,NA,NA,NA,7,NA,NA,7,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM064-2,NA,NA,NA,NA,NA,2348,NA,772,NA,NA,NA,NA,461,51,91,NA,4,320,35,1763,NA,266,4,9,NA,173,3,NA,NA,NA,NA,1630,652,NA,NA,NA,NA,68,NA,1,NA,NA,50,NA,49,3894,NA,40,NA,NA,NA,NA,NA,63,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM064-3,NA,NA,NA,NA,NA,2552,NA,1001,NA,NA,NA,NA,1200,17,257,NA,3,733,329,1023,NA,800,NA,NA,NA,162,6,NA,NA,NA,NA,823,178,NA,NA,NA,NA,66,NA,NA,1,NA,17,NA,82,3277,NA,24,NA,NA,NA,NA,NA,171,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM065-1,NA,NA,NA,NA,NA,241,NA,346,9,NA,NA,NA,227,18,349,NA,NA,NA,79,1532,NA,108,7,460,17,78,81,NA,NA,577,3117,628,23,NA,NA,NA,NA,17,NA,18,NA,NA,543,1071,230,1535,NA,260,1200,NA,127,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM065-2,NA,NA,1,NA,NA,343,NA,499,30,9,NA,NA,171,33,370,NA,NA,2,137,602,NA,62,18,1306,23,158,373,NA,6,306,2697,645,50,NA,NA,NA,NA,28,NA,35,NA,NA,448,1004,113,1442,NA,285,1472,NA,155,NA,NA,3,NA,NA,19,NA,NA,NA,NA,48,NA,NA,NA,4,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM065-3,NA,NA,NA,NA,NA,9,8,361,NA,NA,NA,NA,158,32,327,NA,NA,1767,93,251,NA,41,2,1896,18,29,38,5,NA,806,1517,415,13,3,NA,NA,NA,14,NA,47,2,NA,440,500,219,1426,NA,116,1866,NA,41,340,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM066-1,NA,NA,NA,NA,NA,4255,123,854,NA,NA,NA,NA,273,NA,300,NA,NA,920,31,1366,NA,130,NA,NA,NA,251,4,NA,NA,NA,NA,746,168,NA,NA,NA,NA,205,NA,467,20,NA,30,NA,192,2228,NA,219,NA,NA,NA,NA,NA,78,NA,6,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM066-2,NA,NA,NA,NA,NA,4838,149,589,NA,NA,NA,NA,280,NA,206,NA,NA,960,15,1902,2,72,NA,NA,1,208,9,NA,1,NA,NA,1081,64,NA,NA,NA,NA,69,NA,480,8,NA,55,NA,105,1745,NA,2,NA,NA,NA,NA,NA,35,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DM066-3,NA,NA,1,NA,NA,3676,228,1056,NA,NA,NA,NA,410,NA,288,NA,NA,1508,19,885,1,NA,2,NA,NA,210,7,NA,NA,NA,1,773,53,2,NA,NA,NA,166,NA,337,31,NA,73,NA,289,2847,NA,16,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
